	0
K01734	blue
K07323	blue
C02105	yellow
K02745	blue
K01937	blue
K02501	blue
K13014	blue
K07261	blue
C00214	blue
K07140	blue
K06968	blue
K01039	blue
C05261	blue
C08620	yellow
K06895	blue
K14064	blue
C20960	blue
C05635	blue
K00030	blue
K02406	blue
C16699	blue
C22502	blue
K09890	blue
C00093	blue
K06942	blue
K06891	blue
K01854	blue
C00084	blue
C05750	blue
C00681	blue
K00763	blue
C00069	blue
K19265	blue
K16704	blue
C06142	blue
K00347	blue
C00385	green
C05441	yellow
K06142	blue
K07862	blue
K01573	blue
K22650	blue
C00534	yellow
K05786	blue
K03473	blue
C04432	blue
K21395	blue
K00835	blue
C20253	blue
K02058	blue
K06159	blue
K06962	blue
K03478	blue
C05770	blue
K10773	blue
C00355	yellow
C20251	blue
K09157	blue
K02863	blue
K09897	blue
C22501	blue
K07811	blue
K06331	blue
K00697	blue
K07258	blue
C17223	blue
C03393	blue
C03150	blue
C17212	blue
K07156	blue
C08650	yellow
K08681	blue
K06399	blue
K18997	blue
C00041	green
K09803	blue
K00057	blue
C05691	blue
C04582	blue
K00805	blue
C19078	blue
K13049	blue
C04916	blue
K01879	blue
K06186	blue
K03049	blue
C14899	blue
K02446	blue
K00756	blue
K00800	blue
K05816	blue
K06919	blue
K06918	blue
C11907	blue
K10716	blue
K14083	blue
K00052	blue
K00995	blue
K00366	blue
K00337	blue
K12139	blue
K03150	blue
K12942	blue
K12257	blue
K01308	blue
K01465	blue
K07164	blue
C00645	blue
K02077	blue
K08302	blue
K11746	blue
K07115	blue
K09907	blue
C00364	green
K22214	blue
K03543	blue
K15904	blue
K19159	blue
C05402	green
C00319	blue
K07561	blue
K06178	blue
K14065	blue
K08999	blue
K02417	blue
C05125	blue
K02843	blue
K21905	blue
C00679	blue
C00154	blue
K10542	blue
K11930	blue
K00799	blue
K17938	blue
C01595	green
C13645	blue
C06423	green
C03363	blue
K03783	blue
K15461	blue
K01457	blue
K20480	blue
K00656	blue
K00882	blue
K00833	blue
K07139	blue
C16399	blue
C20748	blue
K07491	blue
C16587	blue
K11004	blue
K03532	blue
K13963	blue
C20958	blue
K02283	blue
K02774	blue
K02065	blue
G11121	blue
C00123	yellow
