compound1,compound2,reaction,KOs
C00010,C00004,R00228,"K00132,K04021,K04072,K04073,K18366"
C00010,C00080,R00228,"K00132,K04021,K04072,K04073,K18366"
C00003,C00024,R00228,"K00132,K04021,K04072,K04073,K18366"
C00003,C00004,R00228,"K00132,K04021,K04072,K04073,K18366"
C00003,C00080,R00228,"K00132,K04021,K04072,K04073,K18366"
C00001,C03692,R04470,"K01189,K07406,K07407"
C00001,C00124,R04470,"K01189,K07406,K07407"
C00499,C02091,R02423,K02083
C00499,C00014,R02423,K02083
C00499,C00011,R02423,K02083
C00001,C02091,R02423,K02083
C00001,C00014,R02423,K02083
C00001,C00011,R02423,K02083
C00001,C18310,R09220,K01061
C00003,C05259,R04737,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00003,C00004,R04737,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00003,C00080,R04737,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00631,C00074,R00658,"K01689,K27394"
C00631,C00001,R00658,"K01689,K27394"
C00004,C16392,R08017,"K10678,K10679,K10680"
C00004,C00003,R08017,"K10678,K10679,K10680"
C00004,C00001,R08017,"K10678,K10679,K10680"
C00080,C16392,R08017,"K10678,K10679,K10680"
C00080,C00003,R08017,"K10678,K10679,K10680"
C00080,C00001,R08017,"K10678,K10679,K10680"
C06025,C20933,R10906,K12974
C06025,C00229,R10906,K12974
C00002,C00008,R01547,"K00939,K18532,K18533"
C00002,C00206,R01547,"K00939,K18532,K18533"
C00369,C00721,R02108,"K01176,K05343,K07405"
C00369,C00369,R02108,"K01176,K05343,K07405"
C00001,C00721,R02108,"K01176,K05343,K07405"
C00001,C00369,R02108,"K01176,K05343,K07405"
C15812,C15811,R11529,K04487
C15812,C21440,R11529,K04487
C17401,C00021,R11580,"K05934,K13541,K21479"
C17401,C11540,R11580,"K05934,K13541,K21479"
C17401,C00028,R11580,"K05934,K13541,K21479"
C00030,C00021,R11580,"K05934,K13541,K21479"
C00030,C11540,R11580,"K05934,K13541,K21479"
C00030,C00028,R11580,"K05934,K13541,K21479"
C11542,C11543,R05812,K05895
C11542,C00003,R05812,K05895
C00004,C11543,R05812,K05895
C00004,C00003,R05812,K05895
C00080,C11543,R05812,K05895
C00080,C00003,R05812,K05895
C00988,C00160,R01334,"K01091,K19269,K22223"
C00988,C00009,R01334,"K01091,K19269,K22223"
C00001,C00160,R01334,"K01091,K19269,K22223"
C00001,C00009,R01334,"K01091,K19269,K22223"
C05983,C00020,R00926,"K01895,K01908"
C05983,C00100,R00926,"K01895,K01908"
C00010,C00020,R00926,"K01895,K01908"
C00010,C00100,R00926,"K01895,K01908"
C00140,C00645,R01207,K01787
C00002,C00020,R02918,K01866
C00002,C00013,R02918,K01866
C00002,C02839,R02918,K01866
C00044,C00035,R00431,K01596
C00044,C00074,R00431,K01596
C00044,C00011,R00431,K01596
C00036,C00035,R00431,K01596
C00036,C00074,R00431,K01596
C00036,C00011,R00431,K01596
C00001,C02741,R04035,"K01523,K11755,K14152"
C00001,C00013,R04035,"K01523,K11755,K14152"
C04574,C17556,R05627,"K06153,K19302"
C04574,C00009,R05627,"K06153,K19302"
C00001,C17556,R05627,"K06153,K19302"
C00001,C00009,R05627,"K06153,K19302"
C04044,C04479,R04376,K05713
C00007,C04479,R04376,K05713
C00001,C04317,R07387,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00001,C00060,R07387,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00231,C00227,R01621,K01621
C00231,C00118,R01621,K01621
C00231,C00001,R01621,K01621
C00009,C00227,R01621,K01621
C00009,C00118,R01621,K01621
C00009,C00001,R01621,K01621
C00002,C00008,R01567,"K00857,K05961"
C00002,C00364,R01567,"K00857,K05961"
C00214,C00008,R01567,"K00857,K05961"
C00214,C00364,R01567,"K00857,K05961"
C00118,C00111,R01015,K01803
C03657,C19847,R10757,K02548
C03657,C00013,R10757,K02548
C03657,C00011,R10757,K02548
C00002,C00008,R00344,"K01958,K01959,K01960"
C00002,C00009,R00344,"K01958,K01959,K01960"
C00002,C00036,R00344,"K01958,K01959,K01960"
C00022,C00008,R00344,"K01958,K01959,K01960"
C00022,C00009,R00344,"K01958,K01959,K01960"
C00022,C00036,R00344,"K01958,K01959,K01960"
C00957,C00283,R03105,K01011
C00957,C00022,R03105,K01011
C00957,C00343,R03105,K01011
C00342,C00283,R03105,K01011
C00342,C00022,R03105,K01011
C00342,C00343,R03105,K01011
C00003,C00232,R01644,"K00043,K08318,K18120"
C00003,C00004,R01644,"K00043,K08318,K18120"
C00003,C00080,R01644,"K00043,K08318,K18120"
C06103,C06102,R05231,K00002
C06103,C00005,R05231,K00002
C06103,C00080,R05231,K00002
C00006,C06102,R05231,K00002
C00006,C00005,R05231,K00002
C00006,C00080,R05231,K00002
C00002,C00020,R03664,K01867
C00002,C00013,R03664,K01867
C00002,C03512,R03664,K01867
C00078,C00020,R03664,K01867
C00078,C00013,R03664,K01867
C00078,C03512,R03664,K01867
C00051,C14792,R07004,"K00799,K04097,K13299,K23790"
C00020,C00147,R00182,"K01241,K06966"
C00020,C00117,R00182,"K01241,K06966"
C00001,C00147,R00182,"K01241,K06966"
C00001,C00117,R00182,"K01241,K06966"
C00002,C00008,R01857,"K00940,K18533"
C00002,C00286,R01857,"K00940,K18533"
C00361,C00008,R01857,"K00940,K18533"
C00361,C00286,R01857,"K00940,K18533"
C00026,C05527,R02619,"K00811,K00812,K00813,K11358,K14454,K14455"
C00026,C00025,R02619,"K00811,K00812,K00813,K11358,K14454,K14455"
C00002,C00008,R10994,"K01920,K21456"
C00002,C00009,R10994,"K01920,K21456"
C00002,C21016,R10994,"K01920,K21456"
C21015,C00008,R10994,"K01920,K21456"
C21015,C00009,R10994,"K01920,K21456"
C21015,C21016,R10994,"K01920,K21456"
C00037,C00008,R10994,"K01920,K21456"
C00037,C00009,R10994,"K01920,K21456"
C00037,C21016,R10994,"K01920,K21456"
C00001,C00058,R08060,"K00200,K00201,K00202,K00203,K00204,K00205,K11260,K11261"
C00001,C00862,R08060,"K00200,K00201,K00202,K00203,K00204,K00205,K11260,K11261"
C00139,C21621,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00139,C00138,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00139,C00011,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00139,C00080,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00001,C21621,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00001,C00138,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00001,C00011,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00001,C00080,R11743,"K00202,K00203,K00204,K00205,K11260,K11261"
C00002,C00013,R05644,"K03272,K21345"
C00002,C06397,R05644,"K03272,K21345"
C07838,C00013,R05644,"K03272,K21345"
C07838,C06397,R05644,"K03272,K21345"
C06187,C00530,R05133,"K01222,K01223"
C06187,C01172,R05133,"K01222,K01223"
C00001,C00530,R05133,"K01222,K01223"
C00001,C01172,R05133,"K01222,K01223"
C04332,C00255,R00066,K00793
C04332,C04732,R00066,K00793
C05512,C00262,R02748,"K03783,K03784"
C05512,C00672,R02748,"K03783,K03784"
C00009,C00262,R02748,"K03783,K03784"
C00009,C00672,R02748,"K03783,K03784"
C11435,C11436,R05634,K00919
C11435,C00008,R05634,K00919
C00002,C11436,R05634,K00919
C00002,C00008,R05634,K00919
C00051,C01419,R01262,"K00681,K18592"
C00051,C03740,R01262,"K00681,K18592"
C00151,C01419,R01262,"K00681,K18592"
C00151,C03740,R01262,"K00681,K18592"
C00004,C05850,R03643,"K00355,K03809,K19267"
C00004,C00003,R03643,"K00355,K03809,K19267"
C00080,C05850,R03643,"K00355,K03809,K19267"
C00080,C00003,R03643,"K00355,K03809,K19267"
C00006,C00026,R00264,"K00128,K13877,K19588"
C00006,C00005,R00264,"K00128,K13877,K19588"
C00006,C00080,R00264,"K00128,K13877,K19588"
C00001,C00026,R00264,"K00128,K13877,K19588"
C00001,C00005,R00264,"K00128,K13877,K19588"
C00001,C00080,R00264,"K00128,K13877,K19588"
C00044,C00035,R00968,K00876
C00044,C00105,R00968,K00876
C00299,C00035,R00968,K00876
C00299,C00105,R00968,K00876
C00003,C04575,R02637,K08092
C00003,C00004,R02637,K08092
C00003,C00080,R02637,K08092
C00140,C00615,R05199,"K02777,K02804"
C00140,C00357,R05199,"K02777,K02804"
C00459,C00013,R02328,"K00973,K23144"
C00459,C00842,R02328,"K00973,K23144"
C00103,C00013,R02328,"K00973,K23144"
C00103,C00842,R02328,"K00973,K23144"
C00001,C02565,R02922,"K01485,K03365"
C00001,C00014,R02922,"K01485,K03365"
C00016,C05275,R04754,"K00232,K00249,K00255,K06445"
C00016,C01352,R04754,"K00232,K00249,K00255,K06445"
C00075,C00013,R00289,"K00963,K12447,K22920"
C00075,C00029,R00289,"K00963,K12447,K22920"
C00103,C00013,R00289,"K00963,K12447,K22920"
C00103,C00029,R00289,"K00963,K12447,K22920"
C16186,C14899,R07677,K03476
C00001,C14899,R07677,K03476
C00073,C00409,R00654,K01761
C00073,C00014,R00654,K01761
C00073,C00109,R00654,K01761
C00001,C00409,R00654,K01761
C00001,C00014,R00654,K01761
C00001,C00109,R00654,K01761
C00002,C00008,R05030,"K07009,K23393"
C00002,C00009,R05030,"K07009,K23393"
C00002,C05894,R05030,"K07009,K23393"
C05893,C00008,R05030,"K07009,K23393"
C05893,C00009,R05030,"K07009,K23393"
C05893,C05894,R05030,"K07009,K23393"
C00014,C00008,R05030,"K07009,K23393"
C00014,C00009,R05030,"K07009,K23393"
C00014,C05894,R05030,"K07009,K23393"
C04281,C05947,R04444,"K00294,K13821"
C04281,C00004,R04444,"K00294,K13821"
C04281,C00080,R04444,"K00294,K13821"
C00003,C05947,R04444,"K00294,K13821"
C00003,C00004,R04444,"K00294,K13821"
C00003,C00080,R04444,"K00294,K13821"
C00001,C05947,R04444,"K00294,K13821"
C00001,C00004,R04444,"K00294,K13821"
C00001,C00080,R04444,"K00294,K13821"
C00007,C00036,R00360,K00116
C00007,C00027,R00360,K00116
C00010,C00024,R00472,K01638
C00010,C00001,R00472,K01638
C00010,C00048,R00472,K01638
C19846,C19845,R09725,"K02170,K09789,K19560,K19561"
C19846,C00132,R09725,"K02170,K09789,K19560,K19561"
C00001,C19845,R09725,"K02170,K09789,K19560,K19561"
C00001,C00132,R09725,"K02170,K09789,K19560,K19561"
C00003,C00036,R00342,"K00024,K00025,K00026"
C00003,C00004,R00342,"K00024,K00025,K00026"
C00003,C00080,R00342,"K00024,K00025,K00026"
C00167,C00190,R01384,"K08678,K12449"
C00167,C00011,R01384,"K08678,K12449"
C00001,C00695,R05835,K01442
C00001,C00037,R05835,K01442
C01083,C00031,R00010,"K01194,K22934"
C00001,C00031,R00010,"K01194,K22934"
C00344,C05980,R07390,K06131
C00344,C00116,R07390,K06131
C00342,C00343,R02016,K00384
C00342,C00005,R02016,K00384
C00342,C00080,R02016,K00384
C00006,C00343,R02016,K00384
C00006,C00005,R02016,K00384
C00006,C00080,R02016,K00384
C00001,C00114,R01030,"K01126,K18695,K18696"
C00001,C00093,R01030,"K01126,K18695,K18696"
C00002,C00008,R02971,"K00867,K01947,K03525,K09680"
C00002,C01134,R02971,"K00867,K01947,K03525,K09680"
C00002,C00008,R01665,"K00945,K13799,K13800,K13809"
C00002,C00705,R01665,"K00945,K13799,K13800,K13809"
C00138,C00139,R01197,"K00174,K00175,K00176,K00177"
C00138,C00026,R01197,"K00174,K00175,K00176,K00177"
C00138,C00010,R01197,"K00174,K00175,K00176,K00177"
C00091,C00139,R01197,"K00174,K00175,K00176,K00177"
C00091,C00026,R01197,"K00174,K00175,K00176,K00177"
C00091,C00010,R01197,"K00174,K00175,K00176,K00177"
C00011,C00139,R01197,"K00174,K00175,K00176,K00177"
C00011,C00026,R01197,"K00174,K00175,K00176,K00177"
C00011,C00010,R01197,"K00174,K00175,K00176,K00177"
C00080,C00139,R01197,"K00174,K00175,K00176,K00177"
C00080,C00026,R01197,"K00174,K00175,K00176,K00177"
C00080,C00010,R01197,"K00174,K00175,K00176,K00177"
C00254,C00166,R01373,"K01713,K04518,K05359,K14170"
C00254,C00001,R01373,"K01713,K04518,K05359,K14170"
C00254,C00011,R01373,"K01713,K04518,K05359,K14170"
C03722,C05840,R04292,K03517
C03722,C00111,R04292,K03517
C00001,C05840,R04292,K03517
C00001,C00111,R04292,K03517
C00009,C05840,R04292,K03517
C00009,C00111,R04292,K03517
C00003,C00957,R03104,K00016
C00003,C00004,R03104,K00016
C00003,C00080,R03104,K00016
C00001,C00022,R11099,K09022
C00001,C00014,R11099,K09022
C00136,C01352,R01175,"K00232,K00248,K00249,K06445,K09478"
C00136,C00877,R01175,"K00232,K00248,K00249,K06445,K09478"
C00016,C01352,R01175,"K00232,K00248,K00249,K06445,K09478"
C00016,C00877,R01175,"K00232,K00248,K00249,K06445,K09478"
C05698,C05335,R09365,"K00548,K00549,K24042"
C05698,C04144,R09365,"K00548,K00549,K24042"
C00006,C00084,R00746,"K00002,K12957,K13979"
C00006,C00005,R00746,"K00002,K12957,K13979"
C00006,C00080,R00746,"K00002,K12957,K13979"
C00020,C00212,R00183,"K01081,K02566,K03787,K08693,K11751,K19970"
C00020,C00009,R00183,"K01081,K02566,K03787,K08693,K11751,K19970"
C00001,C00212,R00183,"K01081,K02566,K03787,K08693,K11751,K19970"
C00001,C00009,R00183,"K01081,K02566,K03787,K08693,K11751,K19970"
C00002,C00008,R04591,"K01587,K01923,K13713"
C00002,C00009,R04591,"K01587,K01923,K13713"
C00002,C04823,R04591,"K01587,K01923,K13713"
C04751,C00008,R04591,"K01587,K01923,K13713"
C04751,C00009,R04591,"K01587,K01923,K13713"
C04751,C04823,R04591,"K01587,K01923,K13713"
C00049,C00008,R04591,"K01587,K01923,K13713"
C00049,C00009,R04591,"K01587,K01923,K13713"
C00049,C04823,R04591,"K01587,K01923,K13713"
C00672,C00673,R02749,"K01839,K15779,K22199"
C04352,C01134,R03269,"K01598,K13038"
C04352,C00011,R03269,"K01598,K13038"
C00062,C00179,R00566,"K01583,K01584,K01585,K02626"
C00062,C00011,R00566,"K01583,K01584,K01585,K02626"
C00227,C00033,R00317,K01512
C00227,C00009,R00317,K01512
C00001,C00033,R00317,K01512
C00001,C00009,R00317,K01512
C00001,C00124,R03618,"K01189,K07406,K07407"
C00001,C01290,R03618,"K01189,K07406,K07407"
C20755,C20753,R10647,K06168
C20755,C00021,R10647,K06168
C01898,C00031,R02887,"K01188,K05349,K05350"
C01898,C00185,R02887,"K01188,K05349,K05350"
C00001,C00031,R02887,"K01188,K05349,K05350"
C00001,C00185,R02887,"K01188,K05349,K05350"
C00179,C00134,R01157,K01480
C00179,C00086,R01157,K01480
C00001,C00134,R01157,K01480
C00001,C00086,R01157,K01480
C00089,C00095,R01823,K05341
C00089,C00718,R01823,K05341
C00718,C00095,R01823,K05341
C00718,C00718,R01823,K05341
C06399,C06503,R05224,K02224
C06399,C00009,R05224,K02224
C06399,C00025,R05224,K02224
C06399,C00008,R05224,K02224
C00064,C06503,R05224,K02224
C00064,C00009,R05224,K02224
C00064,C00025,R05224,K02224
C00064,C00008,R05224,K02224
C00002,C06503,R05224,K02224
C00002,C00009,R05224,K02224
C00002,C00025,R05224,K02224
C00002,C00008,R05224,K02224
C00001,C06503,R05224,K02224
C00001,C00009,R05224,K02224
C00001,C00025,R05224,K02224
C00001,C00008,R05224,K02224
C00001,C00058,R01959,"K01432,K07130,K14263"
C00001,C00328,R01959,"K01432,K07130,K14263"
C00011,C05848,R04985,"K03182,K03186"
C05402,C00124,R01101,"K01189,K07406,K07407"
C05402,C00031,R01101,"K01189,K07406,K07407"
C00001,C00124,R01101,"K01189,K07406,K07407"
C00001,C00031,R01101,"K01189,K07406,K07407"
C00002,C00008,R00964,K00876
C00002,C00105,R00964,K00876
C00299,C00008,R00964,K00876
C00299,C00105,R00964,K00876
C00002,C00008,R00315,K00925
C00002,C00227,R00315,K00925
C00033,C00008,R00315,K00925
C00033,C00227,R00315,K00925
C00163,C00186,R01449,K01026
C00163,C00100,R01449,K01026
C00269,C00055,R01797,K01521
C00269,C00416,R01797,K01521
C00001,C00055,R01797,K01521
C00001,C00416,R01797,K01521
C00073,C02989,R02025,K08968
C00073,C00342,R02025,K08968
C00343,C02989,R02025,K08968
C00343,C00342,R02025,K08968
C00001,C02989,R02025,K08968
C00001,C00342,R02025,K08968
C00002,C00008,R03530,"K00940,K18533"
C00002,C01345,R03530,"K00940,K18533"
C00004,C00020,R11104,K03426
C00004,C21113,R11104,K03426
C00001,C00020,R11104,K03426
C00001,C21113,R11104,K03426
C03576,C03920,R10000,"K14080,K14082"
C03576,C06021,R10000,"K14080,K14082"
C06020,C03920,R10000,"K14080,K14082"
C06020,C06021,R10000,"K14080,K14082"
C00002,C00020,R03038,K01872
C00002,C00013,R03038,K01872
C00002,C00886,R03038,K01872
C00041,C00020,R03038,K01872
C00041,C00013,R03038,K01872
C00041,C00886,R03038,K01872
C00234,C00101,R07660,K10011
C00234,C16154,R07660,K10011
C16153,C00101,R07660,K10011
C16153,C16154,R07660,K10011
C16469,C16471,R08094,"K00022,K01782,K01825"
C16469,C00004,R08094,"K00022,K01782,K01825"
C16469,C00080,R08094,"K00022,K01782,K01825"
C00003,C16471,R08094,"K00022,K01782,K01825"
C00003,C00004,R08094,"K00022,K01782,K01825"
C00003,C00080,R08094,"K00022,K01782,K01825"
C00002,C00008,R01051,K00852
C00002,C00117,R01051,K00852
C00121,C00008,R01051,K00852
C00121,C00117,R01051,K00852
C16242,C16243,R07772,"K02189,K13541"
C16242,C00084,R07772,"K02189,K13541"
C00001,C16243,R07772,"K02189,K13541"
C00001,C00084,R07772,"K02189,K13541"
C00002,C00020,R04449,K01910
C00002,C00013,R04449,K01910
C00002,C04334,R04449,K01910
C00033,C00020,R04449,K01910
C00033,C00013,R04449,K01910
C00033,C04334,R04449,K01910
C00668,C05345,R02740,"K01810,K06859,K13810,K15916"
C00353,C00013,R04158,K17104
C00353,C04590,R04158,K17104
C03406,C00122,R01086,"K01755,K14681"
C03406,C00062,R01086,"K01755,K14681"
C00275,C00085,R00772,"K01809,K15916,K16011"
C00003,C05528,R07136,"K00024,K00025,K00026,K05884"
C00003,C00004,R07136,"K00024,K00025,K00026,K05884"
C00003,C00080,R07136,"K00024,K00025,K00026,K05884"
C00001,C00881,R01664,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434"
C00001,C00009,R01664,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434"
C00027,C00127,R00274,K00432
C00027,C00001,R00274,K00432
C00051,C00127,R00274,K00432
C00051,C00001,R00274,K00432
C01888,C00546,R02529,"K00274,K00276"
C01888,C00014,R02529,"K00274,K00276"
C01888,C00027,R02529,"K00274,K00276"
C00001,C00546,R02529,"K00274,K00276"
C00001,C00014,R02529,"K00274,K00276"
C00001,C00027,R02529,"K00274,K00276"
C00007,C00546,R02529,"K00274,K00276"
C00007,C00014,R02529,"K00274,K00276"
C00007,C00027,R02529,"K00274,K00276"
C00003,C00022,R00215,K07246
C00003,C00011,R00215,K07246
C00003,C00004,R00215,K07246
C00003,C00080,R00215,K07246
C00003,C00818,R02957,"K00128,K00149,K14085"
C00003,C00004,R02957,"K00128,K00149,K14085"
C00003,C00080,R02957,"K00128,K00149,K14085"
C00001,C00818,R02957,"K00128,K00149,K14085"
C00001,C00004,R02957,"K00128,K00149,K14085"
C00001,C00080,R02957,"K00128,K00149,K14085"
C00001,C00042,R02734,K01439
C00001,C00666,R02734,K01439
C00049,C00036,R00355,"K00811,K00812,K00813,K11358,K14454,K14455"
C00049,C00025,R00355,"K00811,K00812,K00813,K11358,K14454,K14455"
C00026,C00036,R00355,"K00811,K00812,K00813,K11358,K14454,K14455"
C00026,C00025,R00355,"K00811,K00812,K00813,K11358,K14454,K14455"
C00160,C00048,R00717,"K00015,K00018,K15893"
C00160,C00004,R00717,"K00015,K00018,K15893"
C00160,C00080,R00717,"K00015,K00018,K15893"
C00003,C00048,R00717,"K00015,K00018,K15893"
C00003,C00004,R00717,"K00015,K00018,K15893"
C00003,C00080,R00717,"K00015,K00018,K15893"
C00001,C00191,R01478,"K01195,K14756"
C00001,C00069,R01478,"K01195,K14756"
C00063,C00458,R11636,K21636
C00063,C00011,R11636,K21636
C00063,C00001,R11636,K21636
C00058,C00458,R11636,K21636
C00058,C00011,R11636,K21636
C00058,C00001,R11636,K21636
C00378,C01279,R02133,"K00877,K03707"
C00378,C04294,R02133,"K00877,K03707"
C00378,C00080,R02133,"K00877,K03707"
C00001,C01279,R02133,"K00877,K03707"
C00001,C04294,R02133,"K00877,K03707"
C00001,C00080,R02133,"K00877,K03707"
C00001,C11404,R06390,K14731
C00002,C00536,R12184,"K00798,K19221"
C00002,C06506,R12184,"K00798,K19221"
C00002,C03161,R12184,"K00798,K19221"
C06504,C00536,R12184,"K00798,K19221"
C06504,C06506,R12184,"K00798,K19221"
C06504,C03161,R12184,"K00798,K19221"
C05811,C05812,R04988,K00568
C05811,C00021,R04988,K00568
C00350,C00165,R11556,K03760
C00350,C21462,R11556,K03760
C06026,C00165,R11556,K03760
C06026,C21462,R11556,K03760
C00006,C04707,R04557,"K07119,K13948,K13949"
C00006,C00005,R04557,"K07119,K13948,K13949"
C00006,C00080,R04557,"K07119,K13948,K13949"
C00006,C00191,R01481,K00002
C00006,C00005,R01481,K00002
C00006,C00080,R01481,K00002
C00002,C00020,R03654,"K01878,K01879,K01880,K14164"
C00002,C00013,R03654,"K01878,K01879,K01880,K14164"
C00002,C02412,R03654,"K01878,K01879,K01880,K14164"
C00037,C00020,R03654,"K01878,K01879,K01880,K14164"
C00037,C00013,R03654,"K01878,K01879,K01880,K14164"
C00037,C02412,R03654,"K01878,K01879,K01880,K14164"
C00002,C00008,R00330,"K00940,K18533"
C00002,C00044,R00330,"K00940,K18533"
C00035,C00008,R00330,"K00940,K18533"
C00035,C00044,R00330,"K00940,K18533"
C00004,C16393,R08042,"K10678,K10679,K10680"
C00004,C00003,R08042,"K10678,K10679,K10680"
C00004,C00001,R08042,"K10678,K10679,K10680"
C00080,C16393,R08042,"K10678,K10679,K10680"
C00080,C00003,R08042,"K10678,K10679,K10680"
C00080,C00001,R08042,"K10678,K10679,K10680"
C04053,C04349,R04383,K01815
C00001,C04230,R07859,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00001,C06427,R07859,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C18239,C05924,R09395,"K03635,K21142"
C18239,C15810,R09395,"K03635,K21142"
C15814,C05924,R09395,"K03635,K21142"
C15814,C15810,R09395,"K03635,K21142"
C00001,C00031,R03527,"K01188,K05349,K05350"
C00001,C01335,R03527,"K01188,K05349,K05350"
C00026,C00091,R08549,"K00164,K00382,K00658,K01616"
C00026,C00011,R08549,"K00164,K00382,K00658,K01616"
C00026,C00004,R08549,"K00164,K00382,K00658,K01616"
C00026,C00080,R08549,"K00164,K00382,K00658,K01616"
C00010,C00091,R08549,"K00164,K00382,K00658,K01616"
C00010,C00011,R08549,"K00164,K00382,K00658,K01616"
C00010,C00004,R08549,"K00164,K00382,K00658,K01616"
C00010,C00080,R08549,"K00164,K00382,K00658,K01616"
C00003,C00091,R08549,"K00164,K00382,K00658,K01616"
C00003,C00011,R08549,"K00164,K00382,K00658,K01616"
C00003,C00004,R08549,"K00164,K00382,K00658,K01616"
C00003,C00080,R08549,"K00164,K00382,K00658,K01616"
C00125,C00126,R04927,"K00394,K00395"
C00125,C05686,R04927,"K00394,K00395"
C05684,C00126,R04927,"K00394,K00395"
C05684,C05686,R04927,"K00394,K00395"
C00020,C00126,R04927,"K00394,K00395"
C00020,C05686,R04927,"K00394,K00395"
C00673,C00118,R01066,K01619
C00673,C00084,R01066,K01619
C00006,C09847,R08083,K12957
C00006,C00005,R08083,K12957
C00006,C00080,R08083,K12957
C00001,C00439,R02288,K01468
C00006,C05744,R04533,"K00059,K00665,K00667,K11533,K11539"
C00006,C00005,R04533,"K00059,K00665,K00667,K11533,K11539"
C00006,C00080,R04533,"K00059,K00665,K00667,K11533,K11539"
C00063,C00013,R03351,K00979
C00063,C04121,R03351,K00979
C01187,C00013,R03351,K00979
C01187,C04121,R03351,K00979
C01180,C00073,R07396,"K00815,K00832"
C01180,C00026,R07396,"K00815,K00832"
C00025,C00073,R07396,"K00815,K00832"
C00025,C00026,R07396,"K00815,K00832"
C00691,C04287,R02782,K03335
C00691,C00001,R02782,K03335
C00044,C05922,R00428,"K01495,K09007,K22391"
C00001,C05922,R00428,"K01495,K09007,K22391"
C00005,C00006,R00112,K00322
C00005,C00004,R00112,K00322
C00003,C00006,R00112,K00322
C00003,C00004,R00112,K00322
C00842,C02097,R02984,K01784
C02047,C01645,R11444,K00684
C02047,C21386,R11444,K00684
C00001,C00140,R07816,K01205
C00117,C00199,R01056,"K01807,K01808"
C01077,C05699,R04945,K01739
C01077,C00033,R04945,K01739
C05688,C05699,R04945,K01739
C05688,C00033,R04945,K01739
C00041,C01092,R03210,K00652
C00041,C00010,R03210,K00652
C00041,C00011,R03210,K00652
C04874,C21065,R11037,K01633
C04874,C00058,R11037,K01633
C04874,C00266,R11037,K01633
C00007,C21065,R11037,K01633
C00007,C00058,R11037,K01633
C00007,C00266,R11037,K01633
C00049,C05840,R00481,K00278
C00049,C00027,R00481,K00278
C00007,C05840,R00481,K00278
C00007,C00027,R00481,K00278
C00021,C03539,R00194,"K01243,K18284"
C00021,C00147,R00194,"K01243,K18284"
C00001,C03539,R00194,"K01243,K18284"
C00001,C00147,R00194,"K01243,K18284"
C00002,C00008,R12755,K09001
C00002,C16698,R12755,K09001
C00001,C00008,R12755,K09001
C00001,C16698,R12755,K09001
C00001,C04230,R01317,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00001,C00219,R01317,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00078,C00463,R00673,K01667
C00078,C00022,R00673,K01667
C00078,C00014,R00673,K01667
C00001,C00463,R00673,K01667
C00001,C00022,R00673,K01667
C00001,C00014,R00673,K01667
C16850,C00944,R08569,K11646
C16850,C00014,R08569,K11646
C16850,C00004,R08569,K11646
C16850,C00080,R08569,K11646
C00001,C00944,R08569,K11646
C00001,C00014,R08569,K11646
C00001,C00004,R08569,K11646
C00001,C00080,R08569,K11646
C00003,C00944,R08569,K11646
C00003,C00014,R08569,K11646
C00003,C00004,R08569,K11646
C00003,C00080,R08569,K11646
C00577,C00258,R01752,"K00128,K00149,K14085"
C00577,C00004,R01752,"K00128,K00149,K14085"
C00577,C00080,R01752,"K00128,K00149,K14085"
C00003,C00258,R01752,"K00128,K00149,K14085"
C00003,C00004,R01752,"K00128,K00149,K14085"
C00003,C00080,R01752,"K00128,K00149,K14085"
C00001,C00258,R01752,"K00128,K00149,K14085"
C00001,C00004,R01752,"K00128,K00149,K14085"
C00001,C00080,R01752,"K00128,K00149,K14085"
C00002,C19771,R09675,"K05966,K13927,K13930"
C00002,C00147,R09675,"K05966,K13927,K13930"
C00882,C19771,R09675,"K05966,K13927,K13930"
C00882,C00147,R09675,"K05966,K13927,K13930"
C00044,C00035,R00430,"K00873,K12406"
C00044,C00074,R00430,"K00873,K12406"
C00022,C00035,R00430,"K00873,K12406"
C00022,C00074,R00430,"K00873,K12406"
C00233,C15975,R01702,"K00166,K00167,K11381"
C00233,C00011,R01702,"K00166,K00167,K11381"
C15972,C15975,R01702,"K00166,K00167,K11381"
C15972,C00011,R01702,"K00166,K00167,K11381"
C00029,C00103,R00955,K00965
C00029,C00052,R00955,K00965
