	0
K09690	blue
C16591	yellow
K06383	blue
C05772	blue
K08641	blue
C00120	green
K03823	blue
K01262	blue
C11512	yellow
C01678	yellow
G10981	yellow
C11857	yellow
C22151	green
C00259	green
C00965	yellow
K02913	blue
K00563	blue
C08586	yellow
K06908	blue
K00246	blue
C21153	blue
C05302	yellow
C05589	yellow
C05307	yellow
K18929	blue
K00111	blue
C00385	green
C11143	blue
C05544	yellow
K01507	blue
K00330	blue
C11389	yellow
G10238	yellow
G10506	yellow
K12240	blue
C19759	yellow
C00884	yellow
C00402	blue
C16359	yellow
K02002	blue
C00021	green
C01527	yellow
K01811	blue
K19701	blue
K06379	blue
C00309	blue
C05454	yellow
C00670	yellow
C20692	yellow
K04757	blue
C02320	yellow
C00627	green
K02346	blue
K03564	blue
C14825	yellow
C05528	green
K00880	blue
C21310	green
K02171	blue
K12290	blue
C00527	green
K21574	blue
K00002	blue
C05787	yellow
G00148	yellow
K18349	blue
K00645	blue
C20451	green
K08300	blue
G13097	yellow
K08303	blue
K01250	blue
K04487	blue
C05645	yellow
C02659	green
K21742	blue
C01157	yellow
K00244	blue
K20257	blue
C00199	green
C04154	blue
C02554	green
K20116	blue
K00171	blue
K02851	blue
C05951	green
K06333	blue
K03073	blue
K02653	blue
C01290	green
K03271	blue
K06920	blue
C05909	yellow
K01091	blue
C00254	green
K22432	blue
C00129	green
G13098	yellow
K07460	blue
K01420	blue
C07330	yellow
C03402	green
K01195	blue
C00041	green
C14852	yellow
C02465	yellow
K00883	blue
C06311	blue
C21065	green
K05593	blue
C00010	green
K21681	blue
G00317	green
C03539	blue
C03715	yellow
K01872	blue
C05301	yellow
K03547	blue
C02880	yellow
C18096	blue
C12287	yellow
K14056	blue
K01873	blue
C22853	yellow
C15556	green
C06125	yellow
C20837	yellow
K00760	blue
C04242	green
G00094	yellow
K07173	blue
K02946	blue
K03471	blue
K10194	blue
C16338	green
C04353	yellow
C13952	blue
K05306	blue
K11381	blue
C00693	green
K11145	blue
K00756	blue
K00262	blue
K01304	blue
C16466	green
C04216	blue
C03589	blue
K01251	blue
K03525	blue
